Age;Gender;Education;Conjunction;RefDevice;ClOrder;Choice
22;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
22;Женщина.;Студент/Неоконченное высшее;если;pr;sm;pr
22;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
22;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;null
22;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
22;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;pr;sm;pr
21;Женщина.;Студент/Неоконченное высшее;если;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;хотя;pr;sm;pr
21;Женщина.;Студент/Неоконченное высшее;из-за того что;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;если;pr;sm;pr
21;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
21;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
17;Женщина.;Среднее общее;когда;pr;sm;np
17;Женщина.;Среднее общее;если;np;ms;null
17;Женщина.;Среднее общее;хотя;pr;sm;np
17;Женщина.;Среднее общее;из-за того что;np;ms;null
17;Женщина.;Среднее общее;когда;pr;ms;null
17;Женщина.;Среднее общее;хотя;pr;ms;null
17;Женщина.;Среднее общее;когда;np;ms;null
17;Женщина.;Среднее общее;если;pr;sm;np
17;Женщина.;Среднее общее;из-за того что;pr;sm;np
17;Женщина.;Среднее общее;хотя;np;ms;null
17;Женщина.;Среднее общее;если;pr;ms;null
17;Женщина.;Среднее общее;из-за того что;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;когда;pr;sm;pr
18;Женщина.;Студент/Неоконченное высшее;если;np;ms;null
18;Женщина.;Студент/Неоконченное высшее;хотя;pr;sm;pr
18;Женщина.;Студент/Неоконченное высшее;из-за того что;np;ms;null
18;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
18;Женщина.;Студент/Неоконченное высшее;если;pr;sm;null
18;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
18;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;pr
18;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;pr;sm;np
21;Женщина.;Студент/Неоконченное высшее;если;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;хотя;pr;sm;np
21;Женщина.;Студент/Неоконченное высшее;из-за того что;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;если;pr;sm;pr
21;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;sm;pr
21;Женщина.;Студент/Неоконченное высшее;хотя;np;ms;null
21;Женщина.;Студент/Неоконченное высшее;если;pr;ms;null
21;Женщина.;Студент/Неоконченное высшее;из-за того что;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;когда;pr;sm;pr
18;Женщина.;Студент/Неоконченное высшее;если;np;ms;null
18;Женщина.;Студент/Неоконченное высшее;хотя;pr;sm;pr
18;Женщина.;Студент/Неоконченное высшее;из-за того что;np;ms;null
18;Женщина.;Студент/Неоконченное высшее;когда;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;хотя;pr;ms;null
18;Женщина.;Студент/Неоконченное высшее;когда;np;ms;null
